timestamp,rule_pred,rule_label,lstm_pred,lstm_label,mismatch
1783294140.9644566,1,Drowsy,1,Drowsy,False
1783294141.002356,1,Drowsy,1,Drowsy,False
1783294141.0372672,1,Drowsy,1,Drowsy,False
1783294141.0761578,1,Drowsy,1,Drowsy,False
1783294141.1130588,1,Drowsy,1,Drowsy,False
1783294141.1469674,1,Drowsy,1,Drowsy,False
1783294141.186877,1,Drowsy,1,Drowsy,False
1783294141.2217693,1,Drowsy,1,Drowsy,False
1783294141.2546785,1,Drowsy,1,Drowsy,False
1783294141.2885897,2,Highly Drowsy,1,Drowsy,True
1783294141.3234956,2,Highly Drowsy,1,Drowsy,True
1783294141.3613935,2,Highly Drowsy,1,Drowsy,True
1783294141.3963,2,Highly Drowsy,1,Drowsy,True
1783294141.4342,2,Highly Drowsy,1,Drowsy,True
1783294141.4691043,2,Highly Drowsy,1,Drowsy,True
1783294141.506008,2,Highly Drowsy,1,Drowsy,True
1783294141.5399165,2,Highly Drowsy,1,Drowsy,True
1783294141.5768194,2,Highly Drowsy,1,Drowsy,True
1783294141.6117249,2,Highly Drowsy,1,Drowsy,True
1783294141.6486259,2,Highly Drowsy,1,Drowsy,True
1783294141.6855292,2,Highly Drowsy,1,Drowsy,True
1783294141.7194374,2,Highly Drowsy,1,Drowsy,True
1783294141.753345,2,Highly Drowsy,1,Drowsy,True
1783294141.788253,2,Highly Drowsy,1,Drowsy,True
1783294141.825153,2,Highly Drowsy,1,Drowsy,True
1783294141.8620546,2,Highly Drowsy,1,Drowsy,True
1783294141.8969612,2,Highly Drowsy,1,Drowsy,True
1783294141.9348614,2,Highly Drowsy,1,Drowsy,True
1783294141.9737568,2,Highly Drowsy,1,Drowsy,True
1783294142.010657,2,Highly Drowsy,1,Drowsy,True
1783294142.0485678,1,Drowsy,1,Drowsy,False
1783294142.0864549,1,Drowsy,1,Drowsy,False
1783294142.1223583,1,Drowsy,1,Drowsy,False
1783294142.1632483,1,Drowsy,1,Drowsy,False
1783294142.2011483,1,Drowsy,1,Drowsy,False
1783294142.2350574,1,Drowsy,1,Drowsy,False
1783294142.2679691,1,Drowsy,1,Drowsy,False
1783294142.3038728,1,Drowsy,1,Drowsy,False
1783294142.3417885,1,Drowsy,1,Drowsy,False
1783294142.3776746,1,Drowsy,1,Drowsy,False
1783294142.4145765,1,Drowsy,1,Drowsy,False
1783294142.4514875,1,Drowsy,1,Drowsy,False
1783294142.4903753,1,Drowsy,1,Drowsy,False
1783294142.5342562,1,Drowsy,1,Drowsy,False
1783294142.5731535,1,Drowsy,1,Drowsy,False
1783294142.6100535,1,Drowsy,1,Drowsy,False
1783294142.6439633,1,Drowsy,1,Drowsy,False
1783294142.67887,1,Drowsy,1,Drowsy,False
1783294142.712779,1,Drowsy,1,Drowsy,False
1783294142.7467015,1,Drowsy,1,Drowsy,False
1783294142.7835908,1,Drowsy,1,Drowsy,False
1783294142.8184967,1,Drowsy,1,Drowsy,False
1783294142.856397,1,Drowsy,1,Drowsy,False
1783294142.8923004,1,Drowsy,1,Drowsy,False
1783294142.931197,1,Drowsy,1,Drowsy,False
1783294142.9690933,1,Drowsy,1,Drowsy,False
1783294143.006992,1,Drowsy,1,Drowsy,False
1783294143.042897,1,Drowsy,1,Drowsy,False
1783294143.077802,1,Drowsy,1,Drowsy,False
1783294143.1137075,1,Drowsy,1,Drowsy,False
1783294143.1476166,1,Drowsy,1,Drowsy,False
1783294143.1865122,1,Drowsy,1,Drowsy,False
1783294143.2284005,1,Drowsy,1,Drowsy,False
1783294143.2643037,1,Drowsy,1,Drowsy,False
1783294143.302203,1,Drowsy,1,Drowsy,False
1783294143.3411021,1,Drowsy,1,Drowsy,False
